path,metalness,emissive,roughness,subsurface
textures\blocks\stripped_oak_log.png,0,0,255,255
textures\blocks\stripped_oak_log_top.png,0,0,255,255
textures\blocks\stripped_spruce_log.png,0,0,255,255
textures\blocks\stripped_spruce_log_top.png,0,0,255,255
textures\blocks\structure_air.png,0,0,255,255
textures\blocks\structure_block.png,0,0,255,255
textures\blocks\structure_block_corner.png,0,0,255,255
textures\blocks\structure_block_data.png,0,0,255,255
textures\blocks\structure_block_export.png,0,0,255,255
textures\blocks\structure_block_load.png,0,0,255,255
textures\blocks\structure_block_save.png,0,0,255,255
textures\blocks\structure_void.png,0,0,255,255
textures\blocks\suspicious_gravel_0.png,0,0,255,255
textures\blocks\suspicious_gravel_1.png,0,0,255,255
textures\blocks\suspicious_gravel_2.png,0,0,255,255
textures\blocks\suspicious_gravel_3.png,0,0,255,255
textures\blocks\suspicious_sand_0.png,0,0,255,255
textures\blocks\suspicious_sand_1.png,0,0,255,255
textures\blocks\suspicious_sand_2.png,0,0,255,255
textures\blocks\suspicious_sand_3.png,0,0,255,255
textures\blocks\sweet_berry_bush_stage0.png,0,0,255,255
textures\blocks\sweet_berry_bush_stage1.png,0,0,255,255
textures\blocks\sweet_berry_bush_stage2.png,0,0,255,255
textures\blocks\sweet_berry_bush_stage3.png,0,0,255,255
textures\blocks\tallgrass.png,0,0,255,255
textures\blocks\tallgrass.tga,0,0,255,255
textures\blocks\tallgrass_carried.png,0,0,255,255
textures\blocks\tallgrass_carried.tga,0,0,255,255
textures\blocks\target_side.png,0,0,255,255
textures\blocks\target_top.png,0,0,255,255
textures\blocks\tinted_glass.png,0,0,255,255
textures\blocks\tnt_bottom.png,0,0,255,255
textures\blocks\tnt_side.png,0,0,255,255
textures\blocks\tnt_top.png,0,0,255,255
textures\blocks\torch_on.png,0,0,255,255
textures\blocks\torchflower.png,0,0,255,255
textures\blocks\torchflower_crop_stage_0.png,0,0,255,255
textures\blocks\torchflower_crop_stage_1.png,0,0,255,255
textures\blocks\trapdoor.png,0,0,255,255
textures\blocks\trapped_chest_front.png,0,0,255,255
textures\blocks\trial_spawner_bottom.png,0,0,255,255
textures\blocks\trial_spawner_side.png,0,0,255,255
textures\blocks\trial_spawner_side_active.png,0,0,255,255
textures\blocks\trial_spawner_side_active_ominous.png,0,0,255,255
textures\blocks\trial_spawner_side_inactive.png,0,0,255,255
textures\blocks\trial_spawner_side_inactive_ominous.png,0,0,255,255
textures\blocks\trial_spawner_top.png,0,0,255,255
textures\blocks\trial_spawner_top_active.png,0,0,255,255
textures\blocks\trial_spawner_top_active_ominous.png,0,0,255,255
textures\blocks\trial_spawner_top_ejecting_reward.png,0,0,255,255
textures\blocks\trial_spawner_top_ejecting_reward_ominous.png,0,0,255,255
textures\blocks\trial_spawner_top_inactive.png,0,0,255,255
textures\blocks\trial_spawner_top_inactive_ominous.png,0,0,255,255
textures\blocks\trial_spawner_top_open.png,0,0,255,255
textures\blocks\trip_wire.png,0,0,255,255
textures\blocks\trip_wire_source.png,0,0,255,255
textures\blocks\tuff.png,0,0,255,255
textures\blocks\tuff_bricks.png,0,0,255,255
textures\blocks\turtle_egg_not_cracked.png,0,0,255,255
textures\blocks\turtle_egg_slightly_cracked.png,0,0,255,255
textures\blocks\turtle_egg_very_cracked.png,0,0,255,255
textures\blocks\twisting_vines_base.png,0,0,255,255
textures\blocks\twisting_vines_bottom.png,0,0,255,255
textures\blocks\vault_bottom.png,0,0,255,255
textures\blocks\vault_bottom_ominous.png,0,0,255,255
textures\blocks\vault_front_ejecting.png,0,0,255,255
textures\blocks\vault_front_ejecting_ominous.png,0,0,255,255
textures\blocks\vault_front_off.png,0,0,255,255
textures\blocks\vault_front_off_ominous.png,0,0,255,255
textures\blocks\vault_front_on.png,0,0,255,255
textures\blocks\vault_front_on_ominous.png,0,0,255,255
textures\blocks\vault_side_off.png,0,0,255,255
textures\blocks\vault_side_off_ominous.png,0,0,255,255
textures\blocks\vault_side_on.png,0,0,255,255
textures\blocks\vault_side_on_ominous.png,0,0,255,255
textures\blocks\vault_top.png,0,0,255,255
textures\blocks\vault_top_ejecting.png,0,0,255,255
textures\blocks\vault_top_ejecting_ominous.png,0,0,255,255
textures\blocks\vault_top_ominous.png,0,0,255,255
textures\blocks\verdant_froglight_side.png,0,0,255,255
textures\blocks\verdant_froglight_top.png,0,0,255,255
textures\blocks\vine.png,0,0,255,255
textures\blocks\vine_carried.png,0,0,255,255
textures\blocks\warped_fungus.png,0,0,255,255
textures\blocks\warped_nylium_side.png,0,0,255,255
textures\blocks\warped_nylium_top.png,0,0,255,255
textures\blocks\warped_roots.png,0,0,255,255
textures\blocks\warped_roots_pot.png,0,0,255,255
textures\blocks\warped_wart_block.png,0,0,255,255
textures\blocks\water_flow.png,255,0,25,255
textures\blocks\water_flow_grey.png,255,0,25,255
textures\blocks\water_placeholder.png,255,0,25,255
textures\blocks\water_still.png,255,0,25,255
textures\blocks\water_still_grey.png,255,0,25,255
textures\blocks\waterlily.png,0,0,255,255
textures\blocks\weathered_chiseled_copper.png,0,0,255,255
textures\blocks\weathered_copper.png,0,0,255,255
textures\blocks\weathered_copper_bulb.png,0,0,255,255
textures\blocks\weathered_copper_bulb_lit.png,0,0,255,255
textures\blocks\weathered_copper_bulb_lit_powered.png,0,0,255,255
textures\blocks\weathered_copper_bulb_powered.png,0,0,255,255
textures\blocks\weathered_copper_door_bottom.png,0,0,255,255
textures\blocks\weathered_copper_door_top.png,0,0,255,255
textures\blocks\weathered_copper_grate.png,0,0,255,255
textures\blocks\weathered_copper_trapdoor.png,0,0,255,255
textures\blocks\weathered_cut_copper.png,0,0,255,255
textures\blocks\web.png,0,0,255,255
textures\blocks\weeping_vines.png,0,0,255,255
textures\blocks\weeping_vines_base.png,0,0,255,255
textures\blocks\weeping_vines_bottom.png,0,0,255,255
textures\blocks\weeping_vines_plant.png,0,0,255,255
textures\blocks\wheat_stage_0.png,0,0,255,255
textures\blocks\wheat_stage_1.png,0,0,255,255
textures\blocks\wheat_stage_2.png,0,0,255,255
textures\blocks\wheat_stage_3.png,0,0,255,255
textures\blocks\wheat_stage_4.png,0,0,255,255
textures\blocks\wheat_stage_5.png,0,0,255,255
textures\blocks\wheat_stage_6.png,0,0,255,255
textures\blocks\wheat_stage_7.png,0,0,255,255
textures\blocks\wool_colored_black.png,0,0,255,255
textures\blocks\wool_colored_blue.png,0,0,255,255
textures\blocks\wool_colored_brown.png,0,0,255,255
textures\blocks\wool_colored_cyan.png,0,0,255,255
textures\blocks\wool_colored_gray.png,0,0,255,255
textures\blocks\wool_colored_green.png,0,0,255,255
textures\blocks\wool_colored_light_blue.png,0,0,255,255
textures\blocks\wool_colored_lime.png,0,0,255,255
textures\blocks\wool_colored_magenta.png,0,0,255,255
textures\blocks\wool_colored_orange.png,0,0,255,255
textures\blocks\wool_colored_pink.png,0,0,255,255
textures\blocks\wool_colored_purple.png,0,0,255,255
textures\blocks\wool_colored_red.png,0,0,255,255
textures\blocks\wool_colored_silver.png,0,0,255,255
textures\blocks\wool_colored_white.png,0,0,255,255
textures\blocks\wool_colored_yellow.png,0,0,255,255
textures\entity\acacia_hanging_sign.png,0,0,255,255
textures\entity\agent.png,0,0,255,255
textures\entity\alex.png,0,0,255,255
textures\entity\allay\allay.png,0,0,255,255
textures\entity\armadillo.png,0,0,255,255
textures\entity\armor_stand.png,0,0,255,255
textures\entity\arrows.png,0,0,255,255
textures\entity\axolotl\axolotl_blue.png,0,0,255,255
textures\entity\axolotl\axolotl_cyan.png,0,0,255,255
textures\entity\axolotl\axolotl_gold.png,0,0,255,255
textures\entity\axolotl\axolotl_lucy.png,0,0,255,255
textures\entity\axolotl\axolotl_wild.png,0,0,255,255
textures\entity\bamboo_hanging_sign.png,0,0,255,255
textures\entity\bamboo_sign.png,0,0,255,255
textures\entity\banner\banner.png,0,0,255,255
textures\entity\banner\banner.tga,0,0,255,255
textures\entity\banner\banner_base.png,0,0,255,255
textures\entity\banner\banner_base.tga,0,0,255,255
textures\entity\banner\banner_border.png,0,0,255,255
textures\entity\banner\banner_border.tga,0,0,255,255
textures\entity\banner\banner_bricks.png,0,0,255,255
textures\entity\banner\banner_bricks.tga,0,0,255,255
textures\entity\banner\banner_circle.png,0,0,255,255
textures\entity\banner\banner_circle.tga,0,0,255,255
textures\entity\banner\banner_creeper.png,0,0,255,255
textures\entity\banner\banner_creeper.tga,0,0,255,255
textures\entity\banner\banner_cross.png,0,0,255,255
textures\entity\banner\banner_cross.tga,0,0,255,255
textures\entity\banner\banner_curly_border.png,0,0,255,255
textures\entity\banner\banner_curly_border.tga,0,0,255,255
textures\entity\banner\banner_diagonal_left.png,0,0,255,255
textures\entity\banner\banner_diagonal_left.tga,0,0,255,255
textures\entity\banner\banner_diagonal_right.png,0,0,255,255
textures\entity\banner\banner_diagonal_right.tga,0,0,255,255
textures\entity\banner\banner_diagonal_up_left.png,0,0,255,255
textures\entity\banner\banner_diagonal_up_left.tga,0,0,255,255
textures\entity\banner\banner_diagonal_up_right.png,0,0,255,255
textures\entity\banner\banner_diagonal_up_right.tga,0,0,255,255
textures\entity\banner\banner_flow.png,0,0,255,255
textures\entity\banner\banner_flower.png,0,0,255,255
textures\entity\banner\banner_flower.tga,0,0,255,255
textures\entity\banner\banner_globe.png,0,0,255,255
textures\entity\banner\banner_globe.tga,0,0,255,255
textures\entity\banner\banner_gradient.png,0,0,255,255
textures\entity\banner\banner_gradient.tga,0,0,255,255
textures\entity\banner\banner_gradient_up.png,0,0,255,255
textures\entity\banner\banner_gradient_up.tga,0,0,255,255
textures\entity\banner\banner_guster.png,0,0,255,255
textures\entity\banner\banner_half_horizontal.png,0,0,255,255
textures\entity\banner\banner_half_horizontal.tga,0,0,255,255
textures\entity\banner\banner_half_horizontal_bottom.png,0,0,255,255
textures\entity\banner\banner_half_horizontal_bottom.tga,0,0,255,255
textures\entity\banner\banner_half_vertical.png,0,0,255,255
textures\entity\banner\banner_half_vertical.tga,0,0,255,255
textures\entity\banner\banner_half_vertical_right.png,0,0,255,255
textures\entity\banner\banner_half_vertical_right.tga,0,0,255,255
textures\entity\banner\banner_illager.png,0,0,255,255
textures\entity\banner\banner_illager.tga,0,0,255,255
textures\entity\banner\banner_mojang.png,0,0,255,255
textures\entity\banner\banner_mojang.tga,0,0,255,255
textures\entity\banner\banner_pattern_illager.png,0,0,255,255
textures\entity\banner\banner_pattern_illager.tga,0,0,255,255
textures\entity\banner\banner_piglin.png,0,0,255,255
textures\entity\banner\banner_rhombus.png,0,0,255,255
textures\entity\banner\banner_rhombus.tga,0,0,255,255
textures\entity\banner\banner_skull.png,0,0,255,255
textures\entity\banner\banner_skull.tga,0,0,255,255
textures\entity\banner\banner_small_stripes.png,0,0,255,255
textures\entity\banner\banner_small_stripes.tga,0,0,255,255
textures\entity\banner\banner_square_bottom_left.png,0,0,255,255
textures\entity\banner\banner_square_bottom_left.tga,0,0,255,255
textures\entity\banner\banner_square_bottom_right.png,0,0,255,255
textures\entity\banner\banner_square_bottom_right.tga,0,0,255,255
textures\entity\banner\banner_square_top_left.png,0,0,255,255
textures\entity\banner\banner_square_top_left.tga,0,0,255,255
textures\entity\banner\banner_square_top_right.png,0,0,255,255
textures\entity\banner\banner_square_top_right.tga,0,0,255,255
textures\entity\banner\banner_straight_cross.png,0,0,255,255
textures\entity\banner\banner_straight_cross.tga,0,0,255,255
textures\entity\banner\banner_stripe_bottom.png,0,0,255,255
textures\entity\banner\banner_stripe_bottom.tga,0,0,255,255
textures\entity\banner\banner_stripe_center.png,0,0,255,255
textures\entity\banner\banner_stripe_center.tga,0,0,255,255
textures\entity\banner\banner_stripe_downleft.png,0,0,255,255
textures\entity\banner\banner_stripe_downleft.tga,0,0,255,255
textures\entity\banner\banner_stripe_downright.png,0,0,255,255
textures\entity\banner\banner_stripe_downright.tga,0,0,255,255
textures\entity\banner\banner_stripe_left.png,0,0,255,255
textures\entity\banner\banner_stripe_left.tga,0,0,255,255
textures\entity\banner\banner_stripe_middle.png,0,0,255,255
textures\entity\banner\banner_stripe_middle.tga,0,0,255,255
textures\entity\banner\banner_stripe_right.png,0,0,255,255
textures\entity\banner\banner_stripe_right.tga,0,0,255,255
textures\entity\banner\banner_stripe_top.png,0,0,255,255
textures\entity\banner\banner_stripe_top.tga,0,0,255,255
textures\entity\banner\banner_triangle_bottom.png,0,0,255,255
textures\entity\banner\banner_triangle_bottom.tga,0,0,255,255
textures\entity\banner\banner_triangle_top.png,0,0,255,255
textures\entity\banner\banner_triangle_top.tga,0,0,255,255
textures\entity\banner\banner_triangles_bottom.png,0,0,255,255
textures\entity\banner\banner_triangles_bottom.tga,0,0,255,255
textures\entity\banner\banner_triangles_top.png,0,0,255,255
textures\entity\banner\banner_triangles_top.tga,0,0,255,255
textures\entity\bat.png,0,0,255,255
textures\entity\bat_v2.png,0,0,255,255
textures\entity\beacon_beam.png,0,0,255,255
textures\entity\bed\black.png,0,0,255,255
textures\entity\bed\blue.png,0,0,255,255
textures\entity\bed\brown.png,0,0,255,255
textures\entity\bed\cyan.png,0,0,255,255
textures\entity\bed\gray.png,0,0,255,255
textures\entity\bed\green.png,0,0,255,255
textures\entity\bed\light_blue.png,0,0,255,255
textures\entity\bed\lime.png,0,0,255,255
textures\entity\bed\magenta.png,0,0,255,255
textures\entity\bed\orange.png,0,0,255,255
textures\entity\bed\pink.png,0,0,255,255
textures\entity\bed\purple.png,0,0,255,255
textures\entity\bed\red.png,0,0,255,255
textures\entity\bed\silver.png,0,0,255,255
textures\entity\bed\white.png,0,0,255,255
textures\entity\bed\yellow.png,0,0,255,255
textures\entity\bee\bee.png,0,0,255,255
textures\entity\bee\bee_angry.png,0,0,255,255
textures\entity\bee\bee_angry_nectar.png,0,0,255,255
textures\entity\bee\bee_nectar.png,0,0,255,255
textures\entity\bell\bell.png,0,0,255,255
textures\entity\birch_hanging_sign.png,0,0,255,255
textures\entity\blaze.png,0,0,255,255
textures\entity\blaze.tga,0,0,255,255
textures\entity\boat\bamboo_raft.png,0,0,255,255
textures\entity\boat\boat_acacia.png,0,0,255,255
textures\entity\boat\boat_birch.png,0,0,255,255
textures\entity\boat\boat_darkoak.png,0,0,255,255
textures\entity\boat\boat_jungle.png,0,0,255,255
textures\entity\boat\boat_oak.png,0,0,255,255
textures\entity\boat\boat_spruce.png,0,0,255,255
textures\entity\boat\cherry_boat.png,0,0,255,255
textures\entity\boat\chest_boat_acacia.png,0,0,255,255
textures\entity\boat\chest_boat_bamboo.png,0,0,255,255
textures\entity\boat\chest_boat_birch.png,0,0,255,255
textures\entity\boat\chest_boat_cherry.png,0,0,255,255
textures\entity\boat\chest_boat_darkoak.png,0,0,255,255
textures\entity\boat\chest_boat_jungle.png,0,0,255,255
textures\entity\boat\chest_boat_mangrove.png,0,0,255,255
textures\entity\boat\chest_boat_oak.png,0,0,255,255
textures\entity\boat\chest_boat_spruce.png,0,0,255,255
textures\entity\boat\mangrove_boat.png,0,0,255,255
textures\entity\breeze\breeze.png,0,0,255,255
textures\entity\breeze\breeze_eyes.png,0,0,255,255
textures\entity\breeze\breeze_wind.png,0,0,255,255
textures\entity\camel\camel.png,0,0,255,255
textures\entity\camera_tripod.png,0,0,255,255
textures\entity\cape_invisible.png,0,0,255,255
textures\entity\cat\allblackcat.png,0,0,255,255
textures\entity\cat\allblackcat_tame.png,0,0,255,255
textures\entity\cat\allblackcat_tame.tga,0,0,255,255
textures\entity\cat\blackcat.png,0,0,255,255
textures\entity\cat\britishshorthair.png,0,0,255,255
textures\entity\cat\britishshorthair_tame.png,0,0,255,255
textures\entity\cat\britishshorthair_tame.tga,0,0,255,255
textures\entity\cat\calico.png,0,0,255,255
textures\entity\cat\calico_tame.png,0,0,255,255
textures\entity\cat\calico_tame.tga,0,0,255,255
textures\entity\cat\graytabby_tame.png,0,0,255,255
textures\entity\cat\graytabby_tame.tga,0,0,255,255
textures\entity\cat\jellie.png,0,0,255,255
textures\entity\cat\jellie_tame.png,0,0,255,255
textures\entity\cat\jellie_tame.tga,0,0,255,255
textures\entity\cat\ocelot.png,0,0,255,255
textures\entity\cat\ocelot_tame.png,0,0,255,255
textures\entity\cat\ocelot_tame.tga,0,0,255,255
textures\entity\cat\persian.png,0,0,255,255
textures\entity\cat\persian_tame.png,0,0,255,255
textures\entity\cat\persian_tame.tga,0,0,255,255
textures\entity\cat\ragdoll.png,0,0,255,255
textures\entity\cat\ragdoll_tame.png,0,0,255,255
textures\entity\cat\ragdoll_tame.tga,0,0,255,255
textures\entity\cat\red.png,0,0,255,255
textures\entity\cat\redtabby.png,0,0,255,255
textures\entity\cat\redtabby_tame.png,0,0,255,255
textures\entity\cat\redtabby_tame.tga,0,0,255,255
textures\entity\cat\siamese.png,0,0,255,255
textures\entity\cat\siamesecat.png,0,0,255,255
textures\entity\cat\siamesecat_tame.png,0,0,255,255
textures\entity\cat\siamesecat_tame.tga,0,0,255,255
textures\entity\cat\tabby.png,0,0,255,255
textures\entity\cat\tabby_tame.png,0,0,255,255
textures\entity\cat\tabby_tame.tga,0,0,255,255
textures\entity\cat\tuxedo.png,0,0,255,255
textures\entity\cat\tuxedo_tame.png,0,0,255,255
textures\entity\cat\tuxedo_tame.tga,0,0,255,255
textures\entity\cat\white.png,0,0,255,255
textures\entity\cat\white_tame.png,0,0,255,255
textures\entity\cat\white_tame.tga,0,0,255,255
textures\entity\char.png,0,0,255,255
textures\entity\cherry_hanging_sign.png,0,0,255,255
textures\entity\cherry_sign.png,0,0,255,255
textures\entity\chest\double_normal.png,0,0,255,255
textures\entity\chest\ender.png,0,0,255,255
textures\entity\chest\normal.png,0,0,255,255
textures\entity\chest\trapped.png,0,0,255,255
textures\entity\chest\trapped_double.png,0,0,255,255
textures\entity\chicken.png,0,0,255,255
textures\entity\cow\brown_mooshroom.png,0,0,255,255
textures\entity\cow\cow.png,0,0,255,255
textures\entity\cow\mooshroom.png,0,0,255,255
textures\entity\creeper\creeper.png,0,0,255,255
textures\entity\creeper\creeper_armor.png,0,0,255,255
textures\entity\crimson_hanging_sign.png,0,0,255,255
textures\entity\dark_oak_hanging_sign.png,0,0,255,255
textures\entity\dolphin.png,0,0,255,255
textures\entity\dragon\dragon.png,0,0,255,255
textures\entity\dragon\dragon.tga,0,0,255,255
textures\entity\dragon\dragon_exploding.png,0,0,255,255
textures\entity\dragon\dragon_eyes.png,0,0,255,255
textures\entity\dummy.png,0,0,255,255
textures\entity\enchanting_table_book.png,0,0,255,255
textures\entity\enchanting_table_book_shadow.png,0,0,255,255
textures\entity\end_portal.png,0,0,255,255
textures\entity\endercrystal\endercrystal.png,0,0,255,255
textures\entity\endercrystal\endercrystal_beam.png,0,0,255,255
textures\entity\enderman\enderman.png,0,0,255,255
textures\entity\enderman\enderman.tga,0,0,255,255
textures\entity\endermite.png,0,0,255,255
textures\entity\experience_orb.png,0,0,255,255
textures\entity\fireworks.png,0,0,255,255
textures\entity\fish\clownfish.png,0,0,255,255
textures\entity\fish\cod.png,0,0,255,255
textures\entity\fish\fish.png,0,0,255,255
textures\entity\fish\pufferfish.png,0,0,255,255
textures\entity\fish\salmon.png,0,0,255,255
textures\entity\fish\tropical_a.png,0,0,255,255
textures\entity\fish\tropical_a_pattern_1.png,0,0,255,255
textures\entity\fish\tropical_a_pattern_2.png,0,0,255,255
textures\entity\fish\tropical_a_pattern_3.png,0,0,255,255
textures\entity\fish\tropical_a_pattern_4.png,0,0,255,255
textures\entity\fish\tropical_a_pattern_5.png,0,0,255,255
textures\entity\fish\tropical_a_pattern_6.png,0,0,255,255
textures\entity\fish\tropical_b.png,0,0,255,255
textures\entity\fish\tropical_b_pattern_1.png,0,0,255,255
textures\entity\fish\tropical_b_pattern_2.png,0,0,255,255
textures\entity\fish\tropical_b_pattern_3.png,0,0,255,255
textures\entity\fish\tropical_b_pattern_4.png,0,0,255,255
textures\entity\fish\tropical_b_pattern_5.png,0,0,255,255
textures\entity\fish\tropical_b_pattern_6.png,0,0,255,255
textures\entity\fishhook.png,0,0,255,255
textures\entity\fox\arctic_fox.png,0,0,255,255
textures\entity\fox\fox.png,0,0,255,255
textures\entity\frog\cold_frog.png,0,0,255,255
textures\entity\frog\temperate_frog.png,0,0,255,255
textures\entity\frog\warm_frog.png,0,0,255,255
textures\entity\ghast\ghast.png,0,0,255,255
textures\entity\ghast\ghast_shooting.png,0,0,255,255
textures\entity\ghast\ghast_shooting.tga,0,0,255,255
textures\entity\glow_squid\glow_squid.png,0,0,255,255
textures\entity\glow_squid\glow_squid.tga,0,0,255,255
textures\entity\goat\goat.png,0,0,255,255
textures\entity\guardian.png,0,0,255,255
textures\entity\guardian_beam.png,0,0,255,255
textures\entity\guardian_elder.png,0,0,255,255
textures\entity\hoglin\hoglin.png,0,0,255,255
textures\entity\horse\armor\horse_armor_diamond.png,0,0,255,255
textures\entity\horse\armor\horse_armor_gold.png,0,0,255,255
textures\entity\horse\armor\horse_armor_iron.png,0,0,255,255
textures\entity\horse\armor\horse_armor_leather.png,0,0,255,255
textures\entity\horse\armor\horse_armor_leather.tga,0,0,255,255
textures\entity\horse\armor\horse_armor_none.png,0,0,255,255
textures\entity\horse\donkey.png,0,0,255,255
textures\entity\horse\horse_black.png,0,0,255,255
textures\entity\horse\horse_brown.png,0,0,255,255
textures\entity\horse\horse_chestnut.png,0,0,255,255
textures\entity\horse\horse_creamy.png,0,0,255,255
textures\entity\horse\horse_darkbrown.png,0,0,255,255
textures\entity\horse\horse_gray.png,0,0,255,255
textures\entity\horse\horse_markings_blackdots.png,0,0,255,255
textures\entity\horse\horse_markings_none.png,0,0,255,255
textures\entity\horse\horse_markings_white.png,0,0,255,255
textures\entity\horse\horse_markings_whitedots.png,0,0,255,255
textures\entity\horse\horse_markings_whitefield.png,0,0,255,255
textures\entity\horse\horse_skeleton.png,0,0,255,255
textures\entity\horse\horse_white.png,0,0,255,255
textures\entity\horse\horse_zombie.png,0,0,255,255
textures\entity\horse\mule.png,0,0,255,255
textures\entity\horse2\armor\horse_armor_diamond.png,0,0,255,255
textures\entity\horse2\armor\horse_armor_gold.png,0,0,255,255
textures\entity\horse2\armor\horse_armor_iron.png,0,0,255,255
textures\entity\horse2\armor\horse_armor_leather.png,0,0,255,255
textures\entity\horse2\armor\horse_armor_leather.tga,0,0,255,255
textures\entity\horse2\armor\horse_armor_none.png,0,0,255,255
textures\entity\horse2\donkey.png,0,0,255,255
textures\entity\horse2\horse_black.png,0,0,255,255
textures\entity\horse2\horse_brown.png,0,0,255,255
textures\entity\horse2\horse_chestnut.png,0,0,255,255
textures\entity\horse2\horse_creamy.png,0,0,255,255
textures\entity\horse2\horse_darkbrown.png,0,0,255,255
textures\entity\horse2\horse_gray.png,0,0,255,255
textures\entity\horse2\horse_markings_blackdots.png,0,0,255,255
textures\entity\horse2\horse_markings_none.png,0,0,255,255
textures\entity\horse2\horse_markings_white.png,0,0,255,255
textures\entity\horse2\horse_markings_whitedots.png,0,0,255,255
textures\entity\horse2\horse_markings_whitefield.png,0,0,255,255
textures\entity\horse2\horse_skeleton.png,0,0,255,255
textures\entity\horse2\horse_white.png,0,0,255,255
textures\entity\horse2\horse_zombie.png,0,0,255,255
textures\entity\horse2\mule.png,0,0,255,255
textures\entity\illager\evoker.png,0,0,255,255
textures\entity\illager\fangs.png,0,0,255,255
textures\entity\illager\ravager.png,0,0,255,255
textures\entity\iron_golem\cracked_high.png,0,0,255,255
textures\entity\iron_golem\cracked_low.png,0,0,255,255
textures\entity\iron_golem\cracked_medium.png,0,0,255,255
textures\entity\iron_golem\cracked_none.png,0,0,255,255
textures\entity\iron_golem\iron_golem.png,0,0,255,255
textures\entity\iron_golem.png,0,0,255,255
textures\entity\jungle_hanging_sign.png,0,0,255,255
textures\entity\lead_knot.png,0,0,255,255
textures\entity\lead_rope.png,0,0,255,255
textures\entity\llama\decor\decor_black.png,0,0,255,255
textures\entity\llama\decor\decor_blue.png,0,0,255,255
textures\entity\llama\decor\decor_brown.png,0,0,255,255
textures\entity\llama\decor\decor_cyan.png,0,0,255,255
textures\entity\llama\decor\decor_gray.png,0,0,255,255
textures\entity\llama\decor\decor_green.png,0,0,255,255
textures\entity\llama\decor\decor_light_blue.png,0,0,255,255
textures\entity\llama\decor\decor_lime.png,0,0,255,255
textures\entity\llama\decor\decor_magenta.png,0,0,255,255
textures\entity\llama\decor\decor_none.png,0,0,255,255
textures\entity\llama\decor\decor_orange.png,0,0,255,255
textures\entity\llama\decor\decor_pink.png,0,0,255,255
textures\entity\llama\decor\decor_purple.png,0,0,255,255
textures\entity\llama\decor\decor_red.png,0,0,255,255
textures\entity\llama\decor\decor_silver.png,0,0,255,255
textures\entity\llama\decor\decor_white.png,0,0,255,255
textures\entity\llama\decor\decor_yellow.png,0,0,255,255
textures\entity\llama\decor\trader_llama_decor.png,0,0,255,255
textures\entity\llama\llama.png,0,0,255,255
textures\entity\llama\llama_brown.png,0,0,255,255
textures\entity\llama\llama_creamy.png,0,0,255,255
textures\entity\llama\llama_gray.png,0,0,255,255
textures\entity\llama\llama_white.png,0,0,255,255
textures\entity\llama\spit.png,0,0,255,255
textures\entity\loyalty_rope.png,0,0,255,255
textures\entity\mangrove_hanging_sign.png,0,0,255,255
textures\entity\mangrove_sign.png,0,0,255,255
textures\entity\minecart.png,0,0,255,255
textures\entity\npc\npc_1.png,0,0,255,255
textures\entity\npc\npc_10.png,0,0,255,255
textures\entity\npc\npc_2.png,0,0,255,255
textures\entity\npc\npc_3.png,0,0,255,255
textures\entity\npc\npc_4.png,0,0,255,255
textures\entity\npc\npc_5.png,0,0,255,255
textures\entity\npc\npc_6.png,0,0,255,255
textures\entity\npc\npc_7.png,0,0,255,255
textures\entity\npc\npc_8.png,0,0,255,255
textures\entity\npc\npc_9.png,0,0,255,255
textures\entity\npc\npc_Agriculture_1.png,0,0,255,255
textures\entity\npc\npc_Agriculture_10.png,0,0,255,255
textures\entity\npc\npc_Agriculture_2.png,0,0,255,255
textures\entity\npc\npc_Agriculture_3.png,0,0,255,255
textures\entity\npc\npc_Agriculture_4.png,0,0,255,255
textures\entity\npc\npc_Agriculture_5.png,0,0,255,255
textures\entity\npc\npc_Agriculture_6.png,0,0,255,255
textures\entity\npc\npc_Agriculture_7.png,0,0,255,255
textures\entity\npc\npc_Agriculture_8.png,0,0,255,255
textures\entity\npc\npc_Agriculture_9.png,0,0,255,255
textures\entity\npc\npc_BusinessMobs_1.png,0,0,255,255
textures\entity\npc\npc_BusinessMobs_2.png,0,0,255,255
textures\entity\npc\npc_BusinessMobs_3.png,0,0,255,255
textures\entity\npc\npc_BusinessMobs_4.png,0,0,255,255
textures\entity\npc\npc_BusinessMobs_5.png,0,0,255,255
textures\entity\npc\npc_EverydayBusiness_1.png,0,0,255,255
textures\entity\npc\npc_EverydayBusiness_2.png,0,0,255,255
textures\entity\npc\npc_EverydayBusiness_3.png,0,0,255,255
textures\entity\npc\npc_EverydayBusiness_4.png,0,0,255,255
textures\entity\npc\npc_EverydayBusiness_5.png,0,0,255,255
textures\entity\npc\npc_Kiosk_1.png,0,0,255,255
textures\entity\npc\npc_Kiosk_2.png,0,0,255,255
textures\entity\npc\npc_Kiosk_3.png,0,0,255,255
textures\entity\npc\npc_Kiosk_4.png,0,0,255,255
textures\entity\npc\npc_Kiosk_5.png,0,0,255,255
textures\entity\npc\npc_apiary_1.png,0,0,255,255
textures\entity\npc\npc_apiary_2.png,0,0,255,255
textures\entity\npc\npc_apiary_3.png,0,0,255,255
textures\entity\npc\npc_apiary_4.png,0,0,255,255
textures\entity\npc\npc_apiary_5.png,0,0,255,255
textures\entity\npc\npc_construction_1.png,0,0,255,255
textures\entity\npc\npc_construction_2.png,0,0,255,255
textures\entity\npc\npc_construction_3.png,0,0,255,255
